combined_text,price,discount_percentage,budget,min_discount,budget_match,discount_match,label
réfrigérateur pas cher pour aid al adha sep CANON IMP INKTANK PIXMA G3... Autre,1799.0,10.0,9000,5,1,1,0
produits cuisine air fryer four machine café sep MOULINEX FOUR ELEC OPTIMO 19L 1... Cuisine,999.0,23.0,4000,10,1,1,1
climatiseur pour maison sep ASUS ASUS VIVOBOOK X1504VA ... Autre,5499.0,8.0,7000,5,1,1,0
imprimante ordinateur bureau sep KENWOOD BARBECUE/PLANCHA HG230... Autre,749.0,25.0,5000,5,1,1,0
ordinateur écran gaming sep ELEXIA BOUILLOIRE ELX-KT-551 ... Autre,139.0,53.0,10000,10,1,1,0
accessoires téléphone écouteurs chargeur sep UFESA ASPIRATEUR BALAI U5 DI... Nettoyage,1349.0,46.0,2000,10,1,1,0
aspirateur nettoyage maison sep ROWENTA LISSEUR SF8120F0 CERAM... Nettoyage,999.0,23.0,4000,10,1,1,1
réfrigérateur pas cher pour aid al adha sep ITEL BUDSACE PRO ENC WHITE ITEL Accessoires,89.0,61.0,9000,5,1,1,0
produits cuisine air fryer four machine café sep TEFAL COUTEAU PAIN 20CM ICE ... Cuisine,169.0,15.0,4000,10,1,1,1
accessoires téléphone écouteurs chargeur sep TEFAL POELE E3080204 NON RE... Cuisine,149.0,16.0,2000,10,1,1,0
congélateur grande capacité sep LG REF GR-B48FPLAM 509L Q... Réfrigérateur,11999.0,7.0,8000,10,0,0,0
aspirateur nettoyage maison sep WHIRLPOOL REF WTMS 701461 XNA 43... Réfrigérateur,5799.0,7.0,4000,10,0,0,0
aspirateur nettoyage maison sep TEFAL FRITEUSE EASY FRY EY83... Cuisine,1699.0,29.0,4000,10,1,1,0
accessoires téléphone écouteurs chargeur sep AWEI ECOUTEUR FILAIRE TYPE ... Autre,29.0,40.0,2000,10,1,1,1
climatiseur pour maison sep SAMSUNG SMARTPHONE GALAXY A17 ... Téléphone,1899.0,4.0,7000,5,1,0,0
aspirateur nettoyage maison sep RAPOO PACK CLV+SOURIS FIL X1... Autre,119.0,14.0,4000,10,1,1,0
congélateur grande capacité sep SONY SONY PORTAL PLAYSTATIO... Autre,2999.0,11.0,8000,10,1,1,0
"smart tv pas cher sep ELEXIA LED 65EAUD-F24 65"" SMA... TV",4299.0,38.0,8000,10,1,1,1
accessoires téléphone écouteurs chargeur sep SAMSUNG ECOUTEURS GALAXY BUDS3... Téléphone,1199.0,7.0,2000,10,1,0,1
imprimante ordinateur bureau sep TAURUS SECHE CHEVEUX ALIZE EV... Autre,299.0,14.0,5000,5,1,1,0
accessoires téléphone écouteurs chargeur sep SAMSUNG MONITOR 32 ODYSSEY OLE... Ordinateur,8999.0,30.0,2000,10,0,1,0
machine à laver économique sep SAMSUNG SMARTPHONE GALAXY A07 ... Téléphone,1049.0,16.0,6000,5,1,1,0
"produits cuisine air fryer four machine café sep ELEXIA LED 43EAFD-C24 43"" SMA... TV",2199.0,26.0,4000,10,1,1,0
imprimante ordinateur bureau sep SAMSUNG SMARTPHONE GALAXYA56 5... Téléphone,4799.0,8.0,5000,5,1,1,0
congélateur grande capacité sep KELON CONG VERT KRD-204WYED ... Congélateur,2799.0,30.0,8000,10,1,1,1
smart tv pas cher sep BOSCH FOUR SERIE 6 HJG852YS0... Cuisine,7699.0,3.0,8000,10,1,0,0
smart tv pas cher sep KENWOOD BARBECUE/PLANCHA HG230... Autre,749.0,25.0,8000,10,1,1,0
aspirateur nettoyage maison sep TAURUS CAFETIERE EXPRESSO ITA... Cuisine,169.0,5.0,4000,10,1,0,0
smart tv pas cher sep OPPO SMART A5 AURORA GREEN ... Téléphone,1849.0,7.0,8000,10,1,0,1
smart tv pas cher sep HISENSE QLED 55Q6Q HISENSE TV,5399.0,16.0,8000,10,1,1,1
ordinateur écran gaming sep AWEI SUPPORT PC X30 NOIR AWEI Ordinateur,149.0,46.0,10000,10,1,1,1
smart tv pas cher sep HISENSE LED 32A4Q HISENSE TV,1499.0,25.0,8000,10,1,1,1
smart tv pas cher sep HISENSE LED 75A6Q HISENSE TV,7999.0,23.0,8000,10,1,1,1
imprimante ordinateur bureau sep LG COMB GR-B499NQLM 333L ... Réfrigérateur,5699.0,9.0,5000,5,0,1,0
produits cuisine air fryer four machine café sep BEKO AIR FRYER FRL 3374 B P... Cuisine,1299.0,35.0,4000,10,1,1,1
aspirateur nettoyage maison sep SAMSUNG ECOUTEURS GALAXY BUDS3... Téléphone,1199.0,7.0,4000,10,1,0,0
accessoires téléphone écouteurs chargeur sep HISENSE AIR FRYER H09AFBKS4S 8... Cuisine,1099.0,26.0,2000,10,1,1,0
smart tv pas cher sep MSI MSIMODERN15 I7 13620H ... Autre,7999.0,20.0,8000,10,1,1,0
ordinateur écran gaming sep HAIER MINI LED H65M80FUX HAIER TV,8499.0,26.0,10000,10,1,1,0
machine à laver économique sep HAIER FOUR H6 ID2P3T1HTB HAIER Cuisine,3399.0,19.0,6000,5,1,1,0
aspirateur nettoyage maison sep SAMSUNG MONTRE GALAXY WATCH8 4... Téléphone,2899.0,17.0,4000,10,1,1,0
"imprimante ordinateur bureau sep ELEXIA LED 50EAUD-D24 50"" SMA... TV",2599.0,35.0,5000,5,1,1,0
climatiseur pour maison sep WHIRLPOOL REF WTMF 836633 XNA 6... Réfrigérateur,12999.0,5.0,7000,5,0,1,0
accessoires téléphone écouteurs chargeur sep SAMSUNG ECOUTEURS BUDS CORE W... Accessoires,459.0,8.0,2000,10,1,0,1
produits cuisine air fryer four machine café sep TEFAL FRITEUSE DUAL EASY FRY... Cuisine,1999.0,28.0,4000,10,1,1,1
climatiseur pour maison sep BEKO MAL BM3WFT38200BS 8KG ... Machine à laver,3499.0,5.0,7000,5,1,1,0
smart tv pas cher sep HISENSE REF RT729N4WSU1 729L N... Réfrigérateur,8999.0,10.0,8000,10,0,1,0
produits cuisine air fryer four machine café sep HISENSE AIR FRYER H06AFBS2S3 6... Cuisine,899.0,25.0,4000,10,1,1,1
imprimante ordinateur bureau sep ASUS ASUS GAMER ROGU9 RTX50... Autre,36999.0,7.0,5000,5,0,1,0
climatiseur pour maison sep UFESA PRESSE-AGRUME SQUEEZE&... Autre,349.0,50.0,7000,5,1,1,0
imprimante ordinateur bureau sep AOC MONITEUR ECRAN PC GA... Ordinateur,999.0,9.0,5000,5,1,1,1
congélateur grande capacité sep WHIRLPOOL CONG VERT WUFF 606313 ... Congélateur,6999.0,15.0,8000,10,1,1,1
smart tv pas cher sep LG LED 86UA85006LA LG TV,11999.0,33.0,8000,10,0,1,1
réfrigérateur pas cher pour aid al adha sep LG COMB GR-B499NQLM 333L ... Réfrigérateur,5699.0,9.0,9000,5,1,1,1
imprimante ordinateur bureau sep ASUS ASUSVIVOBOOK X1502VA M... Autre,10999.0,15.0,5000,5,0,1,0
machine à laver économique sep TAURUS BLENDER LIMA 400W+PANI... Autre,489.0,55.0,6000,5,1,1,0
réfrigérateur pas cher pour aid al adha sep INDESIT COMB DUAL NOFROSTBINF ... Réfrigérateur,4999.0,5.0,9000,5,1,1,1
"smart tv pas cher sep ELEXIA LED 50EAUD-D24 50"" SMA... TV",2599.0,35.0,8000,10,1,1,1
aspirateur nettoyage maison sep ROWENTA PACKSECHECHEVEUXCV184L... Nettoyage,399.0,33.0,4000,10,1,1,1
smart tv pas cher sep BEKO MAL BM3WFT38200BS 8KG ... Machine à laver,3499.0,5.0,8000,10,1,0,0
climatiseur pour maison sep HP HP D3MC6EA ULTRA 5 22... Autre,8499.0,15.0,7000,5,0,1,0
congélateur grande capacité sep SAMSUNG ECOUTEURS BUDS CORE W... Accessoires,459.0,8.0,8000,10,1,0,0
climatiseur pour maison sep ELEXIA ASPIRATEUR SANS SAC E... Nettoyage,399.0,50.0,7000,5,1,1,0
accessoires téléphone écouteurs chargeur sep HAIER LED H55K85FUX HAIER TV,4199.0,25.0,2000,10,0,1,0
réfrigérateur pas cher pour aid al adha sep AEG REF RKB738E5MX 8000S 1... Réfrigérateur,8999.0,10.0,9000,5,1,1,1
machine à laver économique sep MELLERWARE ROBOT PÉTRIN TWISTBLE... Cuisine,799.0,42.0,6000,5,1,1,0
smart tv pas cher sep MELLERWARE ROBOT PÉTRIN TWISTBLE... Cuisine,799.0,42.0,8000,10,1,1,0
imprimante ordinateur bureau sep TEFAL SET 2 POELES B9289202 ... Cuisine,249.0,58.0,5000,5,1,1,0
imprimante ordinateur bureau sep SAMSUNG QLED QA65Q7FAAUXMV SAMSUNG TV,9299.0,16.0,5000,5,0,1,0
ordinateur écran gaming sep MARS GAMING PACK GAMING MCPEXFR 4I... Ordinateur,459.0,48.0,10000,10,1,1,1
imprimante ordinateur bureau sep AWEI SUPPORT PC X30 NOIR AWEI Ordinateur,149.0,46.0,5000,5,1,1,1
congélateur grande capacité sep HISENSE CONG COFFRE FC-33DT4SA... Congélateur,2999.0,25.0,8000,10,1,1,1
climatiseur pour maison sep TEFAL POELE E3080204 NON RE... Cuisine,149.0,16.0,7000,5,1,1,0
imprimante ordinateur bureau sep SAMSUNG ECOUTEURS GALAXY BUDS... Téléphone,1199.0,7.0,5000,5,1,1,0
smart tv pas cher sep JATA CAFETIERE A ESPRESSO J... Cuisine,999.0,33.0,8000,10,1,1,0
réfrigérateur pas cher pour aid al adha sep HISENSE LED 43A4Q HISENSE TV,2599.0,25.0,9000,5,1,1,0
ordinateur écran gaming sep KENWOOD KITCHEN KHH01.000SI+BL... Autre,2199.0,26.0,10000,10,1,1,0
aspirateur nettoyage maison sep ROWENTA BROSSEROTATIVECF9528F0... Nettoyage,599.0,40.0,4000,10,1,1,1
"smart tv pas cher sep MOULINEX BOUILLOIREBY2M0B101,7L... Autre",599.0,31.0,8000,10,1,1,0
climatiseur pour maison sep SAMSUNG LED UA50U8000FUXMV SAMSUNG TV,3999.0,20.0,7000,5,1,1,0
réfrigérateur pas cher pour aid al adha sep WHIRLPOOL REF WTMF 706462 XNA/E ... Réfrigérateur,7499.0,3.0,9000,5,1,0,1
machine à laver économique sep ARIETE SANDWISHES & COOKIES 3EN1 Autre,679.0,28.0,6000,5,1,1,0
climatiseur pour maison sep MARS GAMING VENTIL CASE MLONE240 W... Ordinateur,299.0,76.0,7000,5,1,1,0
ordinateur écran gaming sep MARS GAMING VENTIL CASE MF3DKIT KI... Ordinateur,149.0,72.0,10000,10,1,1,1
accessoires téléphone écouteurs chargeur sep AWEI ECOUTEUR TWIN BLUETOOT... Autre,79.0,46.0,2000,10,1,1,1
smart tv pas cher sep HISENSE LED 65A6Q HISENSE TV,6499.0,13.0,8000,10,1,1,1
machine à laver économique sep TAURUS PANINI BISTRO ESSENTIA... Autre,699.0,12.0,6000,5,1,1,0
congélateur grande capacité sep ORAIMO ECOUTEUR TWS FREEPODS ... Autre,359.0,10.0,8000,10,1,1,0
climatiseur pour maison sep ROWENTA TONDEUS EXPERTISE VIRT... Nettoyage,499.0,9.0,7000,5,1,1,0
accessoires téléphone écouteurs chargeur sep ELEXIA LED 32-320V6-F2/16T ELEXIA TV,799.0,38.0,2000,10,1,1,0
smart tv pas cher sep SAMSUNG LED UA75U8000FUXMV SAMSUNG TV,8999.0,15.0,8000,10,0,1,1
aspirateur nettoyage maison sep KENWOOD BLENDER BLP15 360BK 50... Autre,499.0,23.0,4000,10,1,1,0
aspirateur nettoyage maison sep TEFAL COCOTTE INOX 6L SECURE... Cuisine,699.0,41.0,4000,10,1,1,0
réfrigérateur pas cher pour aid al adha sep SAMSUNG QLED QA65Q7FAAUXMV SAMSUNG TV,9299.0,16.0,9000,5,0,1,0
accessoires téléphone écouteurs chargeur sep JBL JBL ECOUTEURS WAVE BUD... Accessoires,829.0,7.0,2000,10,1,0,1
machine à laver économique sep HISENSE MAL FRONT WF3S8043BT4 ... Machine à laver,3899.0,7.0,6000,5,1,1,1
ordinateur écran gaming sep ENERGY SISTEM ECOUTEURS TWS OPENWAVE... Accessoires,519.0,8.0,10000,10,1,0,0
produits cuisine air fryer four machine café sep ARTHUR MARTIN LAV SECH AWW8024P3SC 8... Autre,5999.0,4.0,4000,10,0,0,0
produits cuisine air fryer four machine café sep OPPO SMART A5X LASER WHITE ... Téléphone,1449.0,9.0,4000,10,1,0,0
produits cuisine air fryer four machine café sep UFESA AIR FRYER THUNDER 2BAC... Cuisine,1299.0,55.0,4000,10,1,1,1
smart tv pas cher sep SAMSUNG LED UA50U8000FUXMV SAMSUNG TV,3999.0,20.0,8000,10,1,1,1
climatiseur pour maison sep ARTHUR MARTIN MAL AWF8024D3SC 8KG 30... Machine à laver,4399.0,16.0,7000,5,1,1,0
ordinateur écran gaming sep AWEI SUPPORT TÉLÉPHONIQUE... Autre,59.0,60.0,10000,10,1,1,0
aspirateur nettoyage maison sep ARIETE SANDWISHES & COOKIES 3EN1 Autre,679.0,28.0,4000,10,1,1,0
congélateur grande capacité sep LG CLIM ART COOL UA13MJH0... Autre,8699.0,9.0,8000,10,0,0,0
ordinateur écran gaming sep SAMSUNG MONTRE GALAXY WATCH8 4... Téléphone,2699.0,16.0,10000,10,1,1,0
aspirateur nettoyage maison sep ROWENTA ASPIRATEUR SANS FIL X-... Nettoyage,3999.0,14.0,4000,10,1,1,1
ordinateur écran gaming sep SAMSUNG CLIM INV WIFI AI 18BTU... Autre,7499.0,3.0,10000,10,1,0,0
réfrigérateur pas cher pour aid al adha sep AWEI SUPPORT PC X30 NOIR AWEI Ordinateur,149.0,46.0,9000,5,1,1,0
smart tv pas cher sep UFESA PANINI GRILL PR1100 HA... Autre,259.0,42.0,8000,10,1,1,0
réfrigérateur pas cher pour aid al adha sep WHIRLPOOL COMB DUAL NF WBMF 6053... Réfrigérateur,5699.0,16.0,9000,5,1,1,1
congélateur grande capacité sep FUNWAY TWS EARBUDS DB-25007 FUNWAY Accessoires,229.0,34.0,8000,10,1,1,0
aspirateur nettoyage maison sep TEFAL BATTERIE DE CUISINE B8... Cuisine,699.0,30.0,4000,10,1,1,0
climatiseur pour maison sep HISENSE MAL TOP WTJA802T 8KG 8... Machine à laver,2999.0,14.0,7000,5,1,1,0
smart tv pas cher sep ROWENTA ASPIRATEUR BALAI XFORC... Nettoyage,1999.0,42.0,8000,10,1,1,0
machine à laver économique sep BEKO AIR FRYER FRL 5388 B 2... Cuisine,1999.0,20.0,6000,5,1,1,0
produits cuisine air fryer four machine café sep TEFAL SETSAUTEUSE24 AVCCOUV ... Cuisine,399.0,36.0,4000,10,1,1,1
machine à laver économique sep HISENSE LED 55A6Q HISENSE TV,4499.0,18.0,6000,5,1,1,0
imprimante ordinateur bureau sep TEFAL SETSAUTEUSE24 AVCCOUV ... Cuisine,399.0,36.0,5000,5,1,1,0
smart tv pas cher sep HISENSE MICRO ONDE H20MOMP1HG ... Autre,999.0,33.0,8000,10,1,1,0
réfrigérateur pas cher pour aid al adha sep SIERA REF NF-343 A+ 332L INO... Réfrigérateur,5499.0,9.0,9000,5,1,1,1
imprimante ordinateur bureau sep SAMSUNG MONITOR 27 ODYSSEY OLE... Ordinateur,8499.0,29.0,5000,5,0,1,1
produits cuisine air fryer four machine café sep ROWENTA FER A BOUCLER CF371LF0... Nettoyage,999.0,16.0,4000,10,1,1,0
accessoires téléphone écouteurs chargeur sep ASUS ASUS VIVOBOOK E1404GA ... Autre,4499.0,18.0,2000,10,0,1,0
congélateur grande capacité sep HISENSE CONG COFFRE FC-55DD4SA... Congélateur,4499.0,10.0,8000,10,1,1,1
produits cuisine air fryer four machine café sep ARIETE MACHINE A CAFE AVEC BR... Cuisine,2599.0,23.0,4000,10,1,1,1
réfrigérateur pas cher pour aid al adha sep LG REFRIGIRATEUR GR-C562H... Autre,7990.0,13.0,9000,5,1,1,1
imprimante ordinateur bureau sep TAURUS SECHE CHEVEUX FASHION2... Autre,399.0,20.0,5000,5,1,1,0
réfrigérateur pas cher pour aid al adha sep ASUS ASUS EXPERTBOOK P5 ULT... Autre,10999.0,21.0,9000,5,0,1,0
climatiseur pour maison sep HAIER LED H50K85FUX HAIER TV,3699.0,30.0,7000,5,1,1,0
climatiseur pour maison sep BEKO SBS V1 GN_1406223PXNF ... Autre,16490.0,2.0,7000,5,0,0,0
produits cuisine air fryer four machine café sep DELONGHI MACHINE EXPRESSO ECAM2... Autre,6799.0,11.0,4000,10,0,1,0
aspirateur nettoyage maison sep ARTHUR MARTIN LAV SECH AWW8024P3SC 8... Autre,5999.0,4.0,4000,10,0,0,0
ordinateur écran gaming sep TAURUS CASSEROLE VITAL 18CM +... Autre,185.0,35.0,10000,10,1,1,0
smart tv pas cher sep ARTHUR MARTIN LAV SECH AWW8024P3SC 8... Autre,5999.0,4.0,8000,10,1,0,0
ordinateur écran gaming sep BOSCH TC SERIE 6 PCR9A5I90 5... Ordinateur,5999.0,4.0,10000,10,1,0,1
accessoires téléphone écouteurs chargeur sep KENWOOD BARBECUE/PLANCHA HG230... Autre,749.0,25.0,2000,10,1,1,0
smart tv pas cher sep LG OLED 55B56LA.AFP LG TV,8799.0,16.0,8000,10,0,1,1
imprimante ordinateur bureau sep ARTHUR MARTIN LS AWW9023P5SC 9 6KG 5... Autre,6799.0,6.0,5000,5,0,1,0
imprimante ordinateur bureau sep MARS GAMING VENTIL CASE MLONE240 W... Ordinateur,299.0,76.0,5000,5,1,1,1
ordinateur écran gaming sep SOLAC FER A REPASSER PV2028 ... Autre,299.0,33.0,10000,10,1,1,0
climatiseur pour maison sep AOC MONITEUR ECRAN PC GA... Ordinateur,999.0,9.0,7000,5,1,1,0
"smart tv pas cher sep ELEXIA LED 43EAFD-C24 43"" SMA... TV",2199.0,26.0,8000,10,1,1,1
climatiseur pour maison sep KENWOOD KITCHEN KHH01.000SI+BL... Autre,2199.0,26.0,7000,5,1,1,0
smart tv pas cher sep SAMSUNG SMARTPHONE GALAXY A07 ... Téléphone,1049.0,16.0,8000,10,1,1,1
accessoires téléphone écouteurs chargeur sep RAPOO CLAVIER GAMER V50S BAC... Autre,189.0,24.0,2000,10,1,1,0
ordinateur écran gaming sep SAMSUNG MONITOR 27 ODYSSEY OLE... Ordinateur,8499.0,29.0,10000,10,1,1,1
réfrigérateur pas cher pour aid al adha sep HISENSE LED 43A6Q HISENSE TV,2799.0,12.0,9000,5,1,1,0
accessoires téléphone écouteurs chargeur sep FUNWAY TWS EARBUDS DB-25005 FUNWAY Accessoires,189.0,36.0,2000,10,1,1,1
aspirateur nettoyage maison sep ROWENTA FER A BOUCLER CF371LF0... Nettoyage,999.0,16.0,4000,10,1,1,1
imprimante ordinateur bureau sep MARS GAMING PACK GAMING MCPEXFR 4I... Ordinateur,459.0,48.0,5000,5,1,1,1
climatiseur pour maison sep SAMSUNG QLED QA65LS03FAUXMV SAMSUNG TV,10999.0,29.0,7000,5,0,1,0
accessoires téléphone écouteurs chargeur sep ITEL BUDSACE PRO ENC DARK B... Accessoires,89.0,61.0,2000,10,1,1,1
